"Plot Title: slicmix"
"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 21211901, SEN S/N: 21183001)","Temp, °F (LGR S/N: 21211901, SEN S/N: 21212618)","Temperature, *C (LGR S/N: 21211901, SEN S/N: 21238067)","RH, % (LGR S/N: 21211901, SEN S/N: 21238067)","Temperature, *C (LGR S/N: 21211901, SEN S/N: 21238073)","RH, % (LGR S/N: 21211901, SEN S/N: 21238073)"
75,03/26/22 02:00:02 PM,2.94,48.315,19.8262,51.6625,19.8771,51.8517
76,03/26/22 02:30:02 PM,2.94,48.315,19.8664,51.9982,19.9066,52.1004
77,03/26/22 03:00:02 PM,2.94,48.315,18.7055,56.1013,18.7511,56.2844
78,03/26/22 03:30:02 PM,2.94,48.315,17.9683,59.2309,17.9924,59.3744
79,03/26/22 04:00:02 PM,2.94,48.315,17.4481,65.0675,17.4749,65.1591
80,03/26/22 04:30:02 PM,2.94,48.315,16.7698,71.9814,16.8047,72.0333
81,03/26/22 05:00:02 PM,2.94,48.315,16.2042,75.5200,16.2363,75.5032
82,03/26/22 05:30:02 PM,2.94,48.315,15.4186,78.2300,15.4401,78.0804
83,03/26/22 06:00:02 PM,2.94,48.360,14.8342,80.0061,14.8503,79.9390
84,03/26/22 06:30:02 PM,2.94,48.360,14.1800,81.5091,14.1961,81.3138
85,03/26/22 07:00:02 PM,2.94,48.360,13.4561,84.3091,13.4749,84.0223
86,03/26/22 07:30:02 PM,2.94,48.405,13.3730,83.9734,13.3891,83.7095
87,03/26/22 08:00:02 PM,2.94,48.405,13.0781,84.2176,13.1130,83.9048
88,03/26/22 08:30:02 PM,2.94,48.450,12.6787,85.8427,12.7082,85.5100
89,03/26/22 09:00:02 PM,2.94,48.450,12.3301,87.5288,12.3489,87.1336
90,03/26/22 09:30:02 PM,2.94,48.493,12.2175,88.7221,12.2363,88.2719
91,03/26/22 10:00:02 PM,2.94,48.493,11.9682,89.5338,11.9923,89.1188
92,03/26/22 10:30:02 PM,2.94,48.538,11.1585,93.2128,11.1398,92.8573
93,03/26/22 11:00:02 PM,2.94,48.583,10.6143,95.7748,10.6384,95.2712
94,03/26/22 11:30:02 PM,2.94,48.583,10.1666,97.0794,10.2014,96.4797
95,03/27/22 12:00:02 AM,2.94,48.628,9.8851,98.2238,9.8931,97.6333
96,03/27/22 12:30:02 AM,2.94,48.672,9.9521,99.8306,9.9869,99.0326
97,03/27/22 01:00:02 AM,3.53,48.672,9.8341,99.1760,9.8556,98.4985
98,03/27/22 01:30:02 AM,3.53,48.717,9.9172,99.7131,9.9521,99.1104
99,03/27/22 02:00:02 AM,3.53,48.717,9.7001,99.7421,9.7269,99.0417
100,03/27/22 02:30:02 AM,3.53,48.762,9.7296,99.9847,9.7510,99.6826
101,03/27/22 03:00:02 AM,3.53,48.805,9.7778,99.9969,9.8046,99.8215
102,03/27/22 03:30:02 AM,3.53,48.805,9.7296,99.9969,9.7510,99.5911
103,03/27/22 04:00:02 AM,3.53,48.850,9.8449,99.9969,9.8717,99.8672
104,03/27/22 04:30:02 AM,3.53,48.850,9.7698,99.9969,9.7886,99.4781
105,03/27/22 05:00:02 AM,3.53,48.895,9.7698,99.9969,9.7912,99.9542
106,03/27/22 05:30:02 AM,3.53,48.895,9.8020,99.9969,9.8288,99.9680
107,03/27/22 06:00:02 AM,3.53,48.938,9.8717,99.9969,9.8958,99.9969
108,03/27/22 06:30:02 AM,3.53,48.938,9.8020,99.9969,9.8261,99.9268
109,03/27/22 07:00:02 AM,3.53,48.938,9.7725,99.9969,9.7939,99.9969
110,03/27/22 07:30:02 AM,3.53,48.983,9.8663,99.9969,9.8931,99.9435
111,03/27/22 08:00:02 AM,3.53,48.983,10.1907,99.9969,10.1987,99.9924
112,03/27/22 08:30:02 AM,3.53,49.028,10.4829,99.9969,10.5151,99.8047
113,03/27/22 09:00:02 AM,3.53,49.028,10.9038,99.5483,10.9226,98.8830
114,03/27/22 09:30:02 AM,3.53,49.028,11.2551,97.5341,11.2738,96.7453
115,03/27/22 10:00:02 AM,3.53,49.028,11.9789,94.9767,12.0352,94.2580
116,03/27/22 10:30:02 AM,3.53,49.073,12.6599,91.4565,12.6840,90.7973
117,03/27/22 11:00:02 AM,3.53,49.073,13.6545,85.8991,13.6840,85.4368
118,03/27/22 11:30:02 AM,3.53,49.073,15.0165,78.3505,15.0540,77.9416
119,03/27/22 12:00:02 PM,3.53,49.073,16.7645,71.9585,16.8154,71.7418
120,03/27/22 12:30:02 PM,3.53,49.116,16.7270,70.6798,16.7270,70.5928
121,03/27/22 01:00:02 PM,3.53,49.116,16.4079,73.1167,16.4428,72.8725
122,03/27/22 01:30:02 PM,3.53,49.116,17.1666,70.4967,17.2042,70.2144
123,03/27/22 02:00:02 PM,2.94,49.116,17.0755,71.1330,17.1077,70.9270
124,03/27/22 02:30:02 PM,2.94,49.116,16.8422,72.4681,16.8959,72.3033
125,03/27/22 03:00:02 PM,2.94,49.116,16.8690,73.8811,16.8959,73.6782
126,03/27/22 03:30:02 PM,2.94,49.116,16.4991,77.6196,16.5178,77.2564
127,03/27/22 04:00:02 PM,3.53,49.161,15.9629,80.5264,15.9870,80.1968
128,03/27/22 04:30:02 PM,3.53,49.161,15.6331,81.9852,15.6572,81.7227
129,03/27/22 05:00:02 PM,2.94,49.161,15.0835,85.0935,15.1103,84.6769
130,03/27/22 05:30:02 PM,3.53,49.161,15.0326,83.0823,15.0540,82.7161
131,03/27/22 06:00:02 PM,2.94,49.204,14.0486,86.9520,14.0915,86.4897
132,03/27/22 06:30:02 PM,2.94,49.204,12.9575,86.4866,12.9923,86.0395
133,03/27/22 07:00:02 PM,2.94,49.204,12.7725,83.5767,12.7913,83.0793
134,03/27/22 07:30:02 PM,2.94,49.249,13.0379,81.2940,13.0433,81.0422
135,03/27/22 08:00:02 PM,2.94,49.249,12.6063,83.8834,12.6277,83.4653
136,03/27/22 08:30:02 PM,2.94,49.294,12.8100,87.0909,12.8342,86.6926
137,03/27/22 09:00:02 PM,2.94,49.294,12.4106,90.8217,12.4213,90.3075
138,03/27/22 09:30:02 PM,2.94,49.338,11.0647,89.5598,11.0754,89.0501
139,03/27/22 10:00:02 PM,2.94,49.338,10.2014,90.7149,10.2309,90.1732
140,03/27/22 10:30:02 PM,2.94,49.383,9.6733,91.0414,9.7001,90.4768
141,03/27/22 11:00:02 PM,2.94,49.383,9.3998,91.2596,9.4266,90.7088
142,03/27/22 11:30:02 PM,2.94,49.428,9.5151,88.4764,9.5312,87.8950
143,03/28/22 12:00:02 AM,2.94,49.428,9.3891,90.0053,9.3918,89.4621
144,03/28/22 12:30:02 AM,2.94,49.471,9.2577,92.5277,9.2711,91.9341
145,03/28/22 01:00:02 AM,2.94,49.471,9.1237,93.6233,9.1505,93.0846
146,03/28/22 01:30:02 AM,2.94,49.516,9.0432,94.2718,9.0835,93.5851
147,03/28/22 02:00:02 AM,2.94,49.516,8.8261,94.0612,8.8770,93.3822
148,03/28/22 02:30:02 AM,2.94,49.516,8.7698,94.6502,8.8046,93.9910
149,03/28/22 03:00:02 AM,2.94,49.561,8.7698,93.8170,8.7832,93.2097
150,03/28/22 03:30:02 AM,2.94,49.561,8.6465,94.8577,8.6947,94.2214
151,03/28/22 04:00:02 AM,2.94,49.604,8.4990,96.2539,8.5231,95.5718
152,03/28/22 04:30:02 AM,2.94,49.604,8.5124,96.1761,8.5312,95.4910
153,03/28/22 05:00:02 AM,2.94,49.604,8.4802,96.7834,8.5017,96.0723
154,03/28/22 05:30:02 AM,2.94,49.649,8.5124,96.4492,8.5312,95.7595
155,03/28/22 06:00:02 AM,2.94,49.649,8.5044,96.9238,8.5339,96.2676
156,03/28/22 06:30:02 AM,2.94,49.649,8.4722,97.2625,8.4936,96.5667
157,03/28/22 07:00:02 AM,2.94,49.649,8.5794,97.3602,8.6009,96.6873
158,03/28/22 07:30:02 AM,2.94,49.692,8.7805,97.3404,8.8020,96.6293
159,03/28/22 08:00:02 AM,2.94,49.692,9.0969,95.8907,9.1317,95.1568
160,03/28/22 08:30:02 AM,2.94,49.692,9.5231,93.5012,9.5634,92.7825
161,03/28/22 09:00:02 AM,2.94,49.692,10.0808,91.1360,10.1022,90.5455
162,03/28/22 09:30:02 AM,2.94,49.692,11.5553,84.5502,11.5714,84.0360
163,03/28/22 10:00:02 AM,2.94,49.692,12.0057,81.9333,12.0325,81.5137
164,03/28/22 10:30:02 AM,2.94,49.692,11.4937,86.5537,11.5339,86.0060
165,03/28/22 11:00:02 AM,2.94,49.692,12.5500,79.4858,12.5714,79.2233
166,03/28/22 11:30:02 AM,2.94,49.692,12.9226,77.2213,12.9655,76.8276
167,03/28/22 12:00:02 PM,2.94,49.692,13.6974,71.6884,13.7189,71.4504
168,03/28/22 12:30:02 PM,2.94,49.692,14.7162,68.2338,14.7645,68.2399
169,03/28/22 01:00:02 PM,2.94,49.692,14.1559,71.1437,14.1907,70.9392
170,03/28/22 01:30:02 PM,2.94,49.692,13.5205,71.3588,13.5580,71.2184
171,03/28/22 02:00:02 PM,2.94,49.692,13.5768,69.8314,13.6063,69.6773
172,03/28/22 02:30:02 PM,2.94,49.692,13.0915,72.1599,13.1049,71.8700
173,03/28/22 03:00:02 PM,2.94,49.692,12.4401,78.6252,12.4588,78.2345
174,03/28/22 03:30:02 PM,2.94,49.692,11.6250,81.7411,11.6384,81.3458
175,03/28/22 04:00:02 PM,2.94,49.692,11.4990,81.7350,11.5285,81.2909
176,03/28/22 04:30:02 PM,3.53,49.649,10.6572,88.2734,10.6733,87.5776
177,03/28/22 05:00:02 PM,5.29,49.649,9.6786,94.0749,9.6947,93.3944
178,03/28/22 05:30:02 PM,15.88,49.692,9.2738,97.8576,9.2899,97.1466
179,03/28/22 06:00:02 PM,20.59,49.692,9.1612,99.3301,9.1987,98.6053
180,03/28/22 06:30:02 PM,25.88,49.692,9.1451,99.5071,9.1746,98.8190
181,03/28/22 07:00:02 PM,31.76,49.692,9.0218,99.6612,9.0647,98.9487
182,03/28/22 07:30:02 PM,46.47,49.692,8.9360,99.9969,8.9709,99.5056
183,03/28/22 08:00:02 PM,48.82,49.692,8.8609,99.9969,8.8797,99.8703
184,03/28/22 08:30:02 PM,48.24,49.692,8.9387,99.9969,8.9762,99.9969
185,03/28/22 09:00:02 PM,50.59,49.692,8.9923,99.9969,9.0245,99.9969
186,03/28/22 09:30:02 PM,52.35,49.692,8.9816,99.9969,8.9923,99.9969
187,03/28/22 10:00:02 PM,52.94,49.692,8.8904,99.9969,8.9092,99.9969
188,03/28/22 10:30:02 PM,52.94,49.692,8.7885,99.9969,8.8100,99.9969
189,03/28/22 11:00:02 PM,44.12,49.692,8.7135,99.9969,8.7537,99.9969
190,03/28/22 11:30:02 PM,46.47,49.692,8.7510,99.9969,8.7671,99.9969
191,03/29/22 12:00:02 AM,48.24,49.692,8.3462,99.9969,8.3703,99.9969
192,03/29/22 12:30:02 AM,47.65,49.737,8.2738,99.9969,8.2899,99.9969
193,03/29/22 01:00:02 AM,48.24,49.737,8.2523,99.9969,8.2738,99.9969
194,03/29/22 01:30:02 AM,48.82,49.737,8.2711,99.9969,8.2899,99.9969
195,03/29/22 02:00:02 AM,51.18,49.737,8.2068,99.9969,8.2416,99.9969
196,03/29/22 02:30:02 AM,51.18,49.737,8.2095,99.9969,8.2282,99.9969
197,03/29/22 03:00:02 AM,51.18,49.737,8.2202,99.9969,8.2389,99.9969
198,03/29/22 03:30:02 AM,51.76,49.737,8.2095,99.9969,8.2309,99.9969
199,03/29/22 04:00:02 AM,52.35,49.737,8.1987,99.9969,8.2255,99.9969
200,03/29/22 04:30:02 AM,52.35,49.737,8.1746,99.9969,8.2041,99.9969
201,03/29/22 05:00:02 AM,52.94,49.692,8.1853,99.9969,8.2175,99.9969
202,03/29/22 05:30:02 AM,53.53,49.692,8.2470,99.9969,8.2792,99.9969
203,03/29/22 06:00:02 AM,53.53,49.692,8.1022,99.9969,8.1210,99.9969
204,03/29/22 06:30:02 AM,53.53,49.692,7.7590,99.9969,7.7698,99.9969
205,03/29/22 07:00:02 AM,54.71,49.692,7.8851,99.9969,7.8958,99.9969
206,03/29/22 07:30:02 AM,54.12,49.692,8.2041,99.9969,8.2255,99.9969
207,03/29/22 08:00:02 AM,54.12,49.692,8.3381,99.9969,8.3730,99.9969
208,03/29/22 08:30:02 AM,54.71,49.692,8.6196,99.9969,8.6411,99.9969
209,03/29/22 09:00:02 AM,54.12,49.692,8.4293,99.9969,8.4534,99.9969
210,03/29/22 09:30:02 AM,53.53,49.649,8.6304,99.9969,8.6652,99.9969
211,03/29/22 10:00:02 AM,53.53,49.649,9.2095,99.9969,9.2363,99.9969
212,03/29/22 10:30:02 AM,52.94,49.649,9.3703,99.9695,9.4159,99.8047
213,03/29/22 11:00:02 AM,52.35,49.649,10.2765,99.2859,10.3248,98.9227
214,03/29/22 11:30:02 AM,51.18,49.649,12.1639,92.2133,12.2417,91.2352
215,03/29/22 12:00:02 PM,40.00,49.604,13.9655,79.5743,14.0674,78.8800
216,03/29/22 12:30:02 PM,35.88,49.604,14.5982,75.1049,14.6867,74.7036
217,03/29/22 01:00:02 PM,35.29,49.604,13.6224,77.6822,13.6385,77.2030
218,03/29/22 01:30:02 PM,32.94,49.604,13.9575,76.1761,13.9763,75.7290
219,03/29/22 02:00:02 PM,24.71,49.561,13.9253,71.1833,13.9655,71.0246
220,03/29/22 02:30:02 PM,22.35,49.561,13.4213,71.8502,13.4561,71.7205
221,03/29/22 03:00:02 PM,16.47,49.561,13.9039,73.3196,13.9200,73.1685
222,03/29/22 03:30:02 PM,16.47,49.561,13.9226,72.3018,13.9521,72.0348
223,03/29/22 04:00:02 PM,16.47,49.561,13.9039,73.0312,13.9226,72.7535
224,03/29/22 04:30:02 PM,16.47,49.561,13.0433,78.3627,13.0781,78.0285
225,03/29/22 05:00:02 PM,17.06,49.516,13.2122,78.4085,13.2256,77.9461
226,03/29/22 05:30:02 PM,17.06,49.516,12.4347,85.2766,12.4776,84.8508
227,03/29/22 06:00:02 PM,17.06,49.516,11.2792,87.0329,11.3408,86.4820
228,03/29/22 06:30:02 PM,16.47,49.516,10.7215,89.4820,10.7725,88.9204
229,03/29/22 07:00:02 PM,16.47,49.516,10.9816,88.0873,11.0111,87.4434
230,03/29/22 07:30:02 PM,17.06,49.516,10.4856,89.0745,10.5178,88.6168
231,03/29/22 08:00:02 PM,17.06,49.516,9.4695,89.7154,9.4802,89.1737
232,03/29/22 08:30:02 PM,17.65,49.561,8.6625,91.5129,8.6974,91.0063
233,03/29/22 09:00:02 PM,16.47,49.561,8.2658,92.9549,8.2872,92.3232
234,03/29/22 09:30:02 PM,15.88,49.561,7.9977,90.9972,8.0271,90.4326
235,03/29/22 10:00:02 PM,15.29,49.561,7.0003,89.8955,7.0245,89.3339
236,03/29/22 10:30:02 PM,16.47,49.561,6.0995,90.6508,6.1344,90.0099
237,03/29/22 11:00:02 PM,14.71,49.561,5.6169,90.2144,5.6384,89.6834
238,03/29/22 11:30:02 PM,14.12,49.604,5.3381,88.5695,5.3622,88.0980
239,03/30/22 12:00:02 AM,15.29,49.604,5.0620,90.5348,5.0807,89.9153
240,03/30/22 12:30:02 AM,14.71,49.604,5.1907,90.1579,5.2148,89.6620
241,03/30/22 01:00:02 AM,14.12,49.604,5.2121,90.1732,5.2309,89.5201
242,03/30/22 01:30:02 AM,14.12,49.604,5.1156,88.1834,5.1370,87.5975
243,03/30/22 02:00:02 AM,14.12,49.604,5.0164,89.8085,5.0244,89.1936
244,03/30/22 02:30:02 AM,14.71,49.604,4.8609,91.4885,4.8797,90.8400
245,03/30/22 03:00:02 AM,15.29,49.604,4.7295,93.3318,4.7456,92.6177
246,03/30/22 03:30:02 AM,15.29,49.604,4.6169,94.1024,4.6357,93.3425
247,03/30/22 04:00:02 AM,15.88,49.649,4.6169,94.9722,4.6277,94.2260
248,03/30/22 04:30:02 AM,15.29,49.604,4.5070,95.3399,4.5285,94.6105
249,03/30/22 05:00:02 AM,15.29,49.604,4.4534,94.5708,4.4775,93.8460
250,03/30/22 05:30:02 AM,17.06,49.604,4.2818,97.1221,4.3193,96.2341
251,03/30/22 06:00:02 AM,17.65,49.604,4.1665,99.6933,4.1585,98.7320
252,03/30/22 06:30:02 AM,18.24,49.604,4.1987,99.9969,4.2175,99.5285
253,03/30/22 07:00:02 AM,18.24,49.604,4.3381,99.9969,4.3542,99.8749
254,03/30/22 07:30:02 AM,54.71,49.604,4.2764,99.9969,4.3006,99.9817
255,03/30/22 08:00:02 AM,58.24,49.561,4.5392,99.9969,4.5579,99.9969
256,03/30/22 08:30:02 AM,59.41,49.561,4.9226,99.9969,4.9413,99.9969
257,03/30/22 09:00:02 AM,60.59,49.561,5.1826,99.9969,5.2014,99.9969
258,03/30/22 09:30:02 AM,62.35,49.516,5.6679,99.9969,5.6840,99.9969
259,03/30/22 10:00:02 AM,62.35,49.516,6.0647,99.9969,6.0834,99.9969
260,03/30/22 10:30:02 AM,60.00,49.516,6.2765,99.9969,6.3060,99.9969
261,03/30/22 11:00:02 AM,59.41,49.471,6.6867,99.9969,6.7215,99.9969
262,03/30/22 11:30:02 AM,59.41,49.428,7.1424,99.9969,7.1800,99.9969
263,03/30/22 12:00:02 PM,56.47,49.428,7.8019,99.7955,7.8234,99.6231
264,03/30/22 12:30:02 PM,55.88,49.428,8.3703,98.5473,8.3998,98.3886
265,03/30/22 01:00:02 PM,53.53,49.383,9.1183,94.8272,9.1478,94.3191
266,03/30/22 01:30:02 PM,54.71,49.338,8.2926,94.3999,8.3006,93.6217
267,03/30/22 02:00:02 PM,66.47,49.338,6.6840,99.7253,6.7188,99.2187
268,03/30/22 02:30:02 PM,58.24,49.338,8.3918,98.5580,8.4186,97.5128
269,03/30/22 03:00:02 PM,54.71,49.294,8.6733,98.9181,8.7322,98.1750
270,03/30/22 03:30:02 PM,51.18,49.249,8.4910,96.2356,8.5258,95.4299
271,03/30/22 04:00:02 PM,49.41,49.249,8.3221,95.4253,8.3757,94.6807
272,03/30/22 04:30:02 PM,47.06,49.204,8.4400,90.2602,8.4802,89.2180
273,03/30/22 05:00:02 PM,44.12,49.204,7.7403,91.3527,7.7805,90.4753
274,03/30/22 05:30:02 PM,42.35,49.161,7.2121,90.8858,7.2523,90.2754
275,03/30/22 06:00:02 PM,41.76,49.161,6.1665,91.2001,6.2014,90.3883
276,03/30/22 06:30:02 PM,37.65,49.116,5.6652,91.5236,5.6893,90.8400
277,03/30/22 07:00:02 PM,35.29,49.116,5.2443,92.0745,5.2711,91.4107
278,03/30/22 07:30:02 PM,34.71,49.073,4.8180,94.2550,4.8529,93.5836
279,03/30/22 08:00:02 PM,34.12,49.073,4.4963,93.2631,4.5151,92.4437
280,03/30/22 08:30:02 PM,34.12,49.073,4.3890,94.1100,4.4319,93.1441
281,03/30/22 09:00:02 PM,33.53,49.028,3.6947,94.8013,3.7295,93.8781
282,03/30/22 09:30:02 PM,33.53,49.028,3.1022,96.6537,3.1558,95.7076
283,03/30/22 10:00:02 PM,33.53,49.028,2.8770,97.3602,2.9145,96.6735
284,03/30/22 10:30:02 PM,31.76,48.983,2.8153,97.2198,2.8582,96.4874
285,03/30/22 11:00:02 PM,31.76,48.983,2.6839,97.5128,2.7188,96.6857
286,03/30/22 11:30:02 PM,31.18,48.983,2.3408,97.5998,2.3729,96.7773
287,03/31/22 12:00:02 AM,31.76,48.983,2.4132,98.2498,2.4400,97.3495
288,03/31/22 12:30:02 AM,31.18,48.938,2.2550,98.4161,2.2979,97.5708
289,03/31/22 01:00:02 AM,31.76,48.938,2.0405,99.4751,2.0861,98.5107
290,03/31/22 01:30:02 AM,31.76,48.938,2.1585,99.7696,2.1960,98.9151
291,03/31/22 02:00:02 AM,31.76,48.895,2.6759,98.6374,2.6920,97.8882
292,03/31/22 02:30:02 AM,31.76,48.895,2.6491,98.9990,2.6625,98.2422
293,03/31/22 03:00:02 AM,31.76,48.850,2.4829,99.3545,2.5043,98.5809
294,03/31/22 03:30:02 AM,31.18,48.850,2.2603,99.0448,2.2764,98.0667
295,03/31/22 04:00:02 AM,31.76,48.805,1.9815,99.4171,1.9976,98.5443
296,03/31/22 04:30:02 AM,31.76,48.805,2.0888,99.4461,2.1236,98.5885
297,03/31/22 05:00:02 AM,31.18,48.805,1.8314,99.7314,1.8421,99.0814
298,03/31/22 05:30:02 AM,31.76,48.762,1.5981,99.9130,1.6276,99.6780
299,03/31/22 06:00:02 AM,31.76,48.717,1.6437,99.9969,1.6678,99.9741
300,03/31/22 06:30:02 AM,31.76,48.717,1.8073,99.9969,1.8421,99.9786
301,03/31/22 07:00:02 AM,31.76,48.672,2.3810,99.9969,2.4212,99.9680
