"Plot Title: SLICE BUTTE"
"#","Date Time, GMT-07:00","Rain, in (LGR S/N: 2252775, SEN S/N: 2007610, LBL: PPT)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2244650, LBL: S.'C.50)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2244651, LBL: S.'C.10)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2250730, LBL: Air.'C.2m)","RH, % (LGR S/N: 2252775, SEN S/N: 2250730, LBL: RH)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252914, LBL: C.10)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252915, LBL: B.10)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252917, LBL: C.50)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252918, LBL: B.50)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252919, LBL: A.10)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252921, LBL: A.50)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2442411, LBL: Air.'C.3m)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2442412, LBL: Air.'C. 1m)"
9349,12/12/22 10:00:00 AM,0.000,44.173,41.508,38.557,98.800,0.2413,0.2396,0.2642,0.3410,0.2248,0.2574,38.748,-888.880
9350,12/12/22 10:30:00 AM,0.000,44.173,41.508,39.783,98.800,0.2413,0.2392,0.2638,0.3401,0.2243,0.2570,39.783,-888.880
9351,12/12/22 11:00:00 AM,0.000,44.173,41.508,40.204,98.700,0.2409,0.2388,0.2629,0.3389,0.2243,0.2562,40.204,-888.880
9352,12/12/22 11:30:00 AM,0.000,44.173,41.601,40.392,98.500,0.2405,0.2388,0.2621,0.3384,0.2243,0.2557,40.811,-888.880
9353,12/12/22 12:00:00 PM,0.000,44.173,41.693,41.090,96.300,0.2405,0.2383,0.2617,0.3380,0.2239,0.2553,41.369,-888.880
9354,12/12/22 12:30:00 PM,0.000,44.173,41.832,43.763,93.000,0.2405,0.2383,0.2608,0.3376,0.2239,0.2545,44.627,-888.880
9355,12/12/22 01:00:00 PM,0.000,44.173,41.925,42.984,92.500,0.2400,0.2379,0.2604,0.3367,0.2235,0.2540,43.030,-888.880
9356,12/12/22 01:30:00 PM,0.000,44.173,42.064,41.416,92.600,0.2400,0.2379,0.2595,0.3367,0.2235,0.2536,41.648,-888.880
9357,12/12/22 02:00:00 PM,0.000,44.218,42.156,40.905,95.500,0.2400,0.2379,0.2591,0.3359,0.2235,0.2528,41.043,-888.880
9358,12/12/22 02:30:00 PM,0.008,44.218,42.341,40.764,95.500,0.2400,0.2375,0.2583,0.3355,0.2231,0.2523,41.184,-888.880
9359,12/12/22 03:00:00 PM,0.000,44.173,42.525,40.998,96.100,0.2400,0.2375,0.2578,0.3346,0.2231,0.2519,41.184,-888.880
9360,12/12/22 03:30:00 PM,0.000,44.218,42.616,40.719,94.900,0.2400,0.2379,0.2574,0.3342,0.2231,0.2515,40.998,-888.880
9361,12/12/22 04:00:00 PM,0.016,44.218,42.708,40.158,96.500,0.2396,0.2379,0.2570,0.3338,0.2226,0.2506,40.392,-888.880
9362,12/12/22 04:30:00 PM,0.000,44.218,42.800,40.064,96.600,0.2396,0.2383,0.2566,0.3334,0.2226,0.2502,40.251,-888.880
9363,12/12/22 05:00:00 PM,0.000,44.218,42.847,39.124,97.000,0.2396,0.2392,0.2562,0.3329,0.2226,0.2498,39.313,-888.880
9364,12/12/22 05:30:00 PM,0.000,44.218,42.847,38.511,97.500,0.2396,0.2396,0.2557,0.3325,0.2226,0.2494,38.700,-888.880
9365,12/12/22 06:00:00 PM,0.000,44.218,42.847,38.037,97.700,0.2396,0.2396,0.2553,0.3321,0.2222,0.2485,38.226,-888.880
9366,12/12/22 06:30:00 PM,0.000,44.218,42.800,36.361,97.900,0.2396,0.2396,0.2549,0.3317,0.2226,0.2481,36.747,-888.880
9367,12/12/22 07:00:00 PM,0.000,44.218,42.755,34.565,98.100,0.2396,0.2396,0.2540,0.3312,0.2222,0.2481,34.810,-888.880
9368,12/12/22 07:30:00 PM,0.000,44.218,42.616,34.124,98.300,0.2400,0.2392,0.2540,0.3308,0.2222,0.2472,34.761,-888.880
9369,12/12/22 08:00:00 PM,0.000,44.263,42.433,33.681,98.300,0.2396,0.2392,0.2536,0.3304,0.2222,0.2468,34.320,-888.880
9370,12/12/22 08:30:00 PM,0.000,44.263,42.247,33.831,98.400,0.2396,0.2388,0.2532,0.3300,0.2218,0.2464,34.615,-888.880
9371,12/12/22 09:00:00 PM,0.000,44.263,42.017,34.272,98.500,0.2396,0.2383,0.2528,0.3295,0.2218,0.2460,35.006,-888.880
9372,12/12/22 09:30:00 PM,0.000,44.263,41.832,34.371,98.600,0.2396,0.2383,0.2523,0.3291,0.2218,0.2460,35.103,-888.880
9373,12/12/22 10:00:00 PM,0.000,44.263,41.648,34.174,98.600,0.2396,0.2379,0.2519,0.3287,0.2214,0.2455,34.810,-888.880
9374,12/12/22 10:30:00 PM,0.000,44.310,41.508,33.534,98.600,0.2396,0.2379,0.2515,0.3287,0.2214,0.2451,34.174,-888.880
9375,12/12/22 11:00:00 PM,0.000,44.310,41.322,32.443,98.600,0.2396,0.2375,0.2515,0.3283,0.2214,0.2447,33.287,-888.880
9376,12/12/22 11:30:00 PM,0.000,44.263,41.184,34.075,98.700,0.2392,0.2371,0.2511,0.3278,0.2214,0.2443,34.713,-888.880
9377,12/13/22 12:00:00 AM,0.000,44.310,40.998,32.891,98.500,0.2392,0.2371,0.2506,0.3274,0.2214,0.2438,33.485,-888.880
9378,12/13/22 12:30:00 AM,0.000,44.310,40.858,31.642,98.600,0.2392,0.2366,0.2506,0.3274,0.2209,0.2438,32.342,-888.880
9379,12/13/22 01:00:00 AM,0.000,44.310,40.719,31.791,98.600,0.2392,0.2366,0.2502,0.3270,0.2209,0.2430,32.443,-888.880
9380,12/13/22 01:30:00 AM,0.000,44.310,40.579,30.884,98.600,0.2392,0.2362,0.2498,0.3270,0.2209,0.2430,31.289,-888.880
9381,12/13/22 02:00:00 AM,0.000,44.310,40.438,30.429,98.600,0.2392,0.2358,0.2498,0.3266,0.2209,0.2426,31.037,-888.880
9382,12/13/22 02:30:00 AM,0.000,44.310,40.298,30.529,98.600,0.2392,0.2354,0.2494,0.3261,0.2205,0.2422,30.936,-888.880
9383,12/13/22 03:00:00 AM,0.000,44.310,40.158,30.326,98.600,0.2392,0.2354,0.2494,0.3261,0.2205,0.2417,31.037,-888.880
9384,12/13/22 03:30:00 AM,0.000,44.310,40.064,30.123,98.700,0.2388,0.2354,0.2489,0.3257,0.2205,0.2417,30.783,-888.880
9385,12/13/22 04:00:00 AM,0.000,44.310,39.924,29.764,98.600,0.2388,0.2349,0.2485,0.3253,0.2205,0.2413,30.479,-888.880
9386,12/13/22 04:30:00 AM,0.000,44.310,39.830,29.817,98.600,0.2388,0.2345,0.2485,0.3253,0.2205,0.2409,30.580,-888.880
9387,12/13/22 05:00:00 AM,0.000,44.310,39.690,28.839,98.500,0.2388,0.2345,0.2485,0.3249,0.2205,0.2409,29.354,-888.880
9388,12/13/22 05:30:00 AM,0.000,44.310,39.596,28.269,98.500,0.2383,0.2341,0.2481,0.3249,0.2205,0.2405,28.632,-888.880
9389,12/13/22 06:00:00 AM,0.000,44.310,39.454,28.580,98.500,0.2383,0.2341,0.2477,0.3240,0.2201,0.2400,28.839,-888.880
9390,12/13/22 06:30:00 AM,0.000,44.310,39.407,27.747,98.400,0.2383,0.2337,0.2477,0.3236,0.2201,0.2400,28.216,-888.880
9391,12/13/22 07:00:00 AM,0.000,44.310,39.267,27.538,98.200,0.2383,0.2332,0.2472,0.3236,0.2201,0.2396,28.164,-888.880
9392,12/13/22 07:30:00 AM,0.000,44.310,39.173,28.060,98.300,0.2379,0.2332,0.2472,0.3232,0.2197,0.2396,28.839,-888.880
9393,12/13/22 08:00:00 AM,0.000,44.310,39.078,27.903,98.300,0.2379,0.2328,0.2468,0.3232,0.2197,0.2392,28.476,-888.880
9394,12/13/22 08:30:00 AM,0.000,44.310,38.984,27.327,98.200,0.2379,0.2324,0.2468,0.3227,0.2197,0.2388,27.851,-888.880
9395,12/13/22 09:00:00 AM,0.000,44.310,38.889,28.216,98.100,0.2379,0.2324,0.2464,0.3223,0.2197,0.2388,28.580,-888.880
9396,12/13/22 09:30:00 AM,0.000,44.310,38.842,29.199,98.300,0.2379,0.2324,0.2464,0.3219,0.2197,0.2383,30.225,-888.880
9397,12/13/22 10:00:00 AM,0.000,44.310,38.748,31.892,98.500,0.2375,0.2320,0.2464,0.3219,0.2197,0.2379,33.633,-888.880
9398,12/13/22 10:30:00 AM,0.000,44.310,38.700,31.138,98.600,0.2375,0.2320,0.2460,0.3215,0.2192,0.2379,31.541,-888.880
9399,12/13/22 11:00:00 AM,0.008,44.310,38.606,34.419,98.700,0.2375,0.2315,0.2460,0.3211,0.2192,0.2375,37.081,-888.880
9400,12/13/22 11:30:00 AM,0.000,44.310,38.557,33.336,98.600,0.2375,0.2311,0.2455,0.3206,0.2192,0.2371,34.075,-888.880
9401,12/13/22 12:00:00 PM,0.000,44.310,38.511,34.174,98.500,0.2371,0.2311,0.2455,0.3206,0.2192,0.2371,35.492,-888.880
9402,12/13/22 12:30:00 PM,0.000,44.310,38.511,34.320,98.700,0.2371,0.2311,0.2455,0.3202,0.2192,0.2371,34.713,-888.880
9403,12/13/22 01:00:00 PM,0.000,44.310,38.464,34.516,98.500,0.2371,0.2311,0.2451,0.3202,0.2192,0.2366,35.006,-888.880
9404,12/13/22 01:30:00 PM,0.000,44.310,38.511,39.643,95.000,0.2371,0.2311,0.2451,0.3198,0.2188,0.2366,40.764,-888.880
9405,12/13/22 02:00:00 PM,0.000,44.310,38.511,36.603,92.500,0.2366,0.2311,0.2451,0.3198,0.2188,0.2362,37.893,-888.880
9406,12/13/22 02:30:00 PM,0.000,44.310,38.557,37.798,96.400,0.2366,0.2315,0.2447,0.3194,0.2188,0.2362,38.937,-888.880
9407,12/13/22 03:00:00 PM,0.000,44.310,38.606,37.609,94.100,0.2366,0.2315,0.2447,0.3189,0.2188,0.2358,38.464,-888.880
9408,12/13/22 03:30:00 PM,0.000,44.310,38.606,36.410,94.100,0.2366,0.2315,0.2447,0.3189,0.2188,0.2358,37.416,-888.880
9409,12/13/22 04:00:00 PM,0.000,44.310,38.653,34.516,97.000,0.2366,0.2320,0.2443,0.3185,0.2188,0.2358,35.152,-888.880
9410,12/13/22 04:30:00 PM,0.000,44.310,38.653,34.223,97.900,0.2366,0.2320,0.2443,0.3185,0.2184,0.2354,34.761,-888.880
9411,12/13/22 05:00:00 PM,0.000,44.310,38.653,33.534,98.000,0.2366,0.2320,0.2443,0.3181,0.2184,0.2354,34.272,-888.880
9412,12/13/22 05:30:00 PM,0.000,44.310,38.606,33.386,98.000,0.2366,0.2320,0.2443,0.3181,0.2184,0.2354,34.027,-888.880
9413,12/13/22 06:00:00 PM,0.000,44.310,38.557,31.993,98.000,0.2362,0.2320,0.2438,0.3177,0.2184,0.2349,32.592,-888.880
9414,12/13/22 06:30:00 PM,0.000,44.263,38.511,31.541,98.100,0.2362,0.2315,0.2438,0.3177,0.2184,0.2345,32.392,-888.880
9415,12/13/22 07:00:00 PM,0.000,44.310,38.511,31.743,98.200,0.2362,0.2320,0.2438,0.3172,0.2184,0.2345,32.392,-888.880
9416,12/13/22 07:30:00 PM,0.000,44.263,38.464,31.591,98.100,0.2362,0.2320,0.2434,0.3168,0.2184,0.2345,32.243,-888.880
9417,12/13/22 08:00:00 PM,0.000,44.263,38.415,31.289,98.300,0.2358,0.2315,0.2434,0.3164,0.2184,0.2345,31.791,-888.880
9418,12/13/22 08:30:00 PM,0.000,44.218,38.368,32.142,98.400,0.2358,0.2315,0.2430,0.3164,0.2184,0.2341,32.790,-888.880
9419,12/13/22 09:00:00 PM,0.000,44.218,38.322,30.987,98.300,0.2358,0.2315,0.2430,0.3160,0.2180,0.2337,31.491,-888.880
9420,12/13/22 09:30:00 PM,0.000,44.218,38.322,31.591,98.400,0.2358,0.2315,0.2430,0.3155,0.2180,0.2337,32.342,-888.880
9421,12/13/22 10:00:00 PM,0.000,44.218,38.273,31.842,98.500,0.2358,0.2311,0.2426,0.3155,0.2180,0.2337,32.342,-888.880
9422,12/13/22 10:30:00 PM,0.000,44.218,38.273,31.942,98.500,0.2358,0.2311,0.2426,0.3151,0.2180,0.2332,32.592,-888.880
9423,12/13/22 11:00:00 PM,0.000,44.218,38.226,31.239,98.600,0.2354,0.2311,0.2426,0.3147,0.2180,0.2332,31.743,-888.880
9424,12/13/22 11:30:00 PM,0.000,44.218,38.179,31.239,98.700,0.2354,0.2311,0.2426,0.3147,0.2180,0.2328,31.942,-888.880
9425,12/14/22 12:00:00 AM,0.000,44.218,38.179,31.188,98.700,0.2354,0.2311,0.2422,0.3143,0.2180,0.2328,31.942,-888.880
9426,12/14/22 12:30:00 AM,0.000,44.218,38.131,30.479,98.500,0.2354,0.2311,0.2422,0.3143,0.2175,0.2328,31.239,-888.880
9427,12/14/22 01:00:00 AM,0.000,44.218,38.084,29.867,98.600,0.2354,0.2307,0.2422,0.3138,0.2175,0.2324,30.479,-888.880
9428,12/14/22 01:30:00 AM,0.000,44.173,38.037,30.072,98.600,0.2354,0.2307,0.2422,0.3138,0.2175,0.2324,30.682,-888.880
9429,12/14/22 02:00:00 AM,0.000,44.173,38.037,29.867,98.600,0.2354,0.2307,0.2417,0.3138,0.2175,0.2324,30.682,-888.880
9430,12/14/22 02:30:00 AM,0.000,44.173,37.989,30.632,98.600,0.2349,0.2303,0.2417,0.3134,0.2175,0.2320,31.239,-888.880
9431,12/14/22 03:00:00 AM,0.000,44.127,37.942,30.682,98.600,0.2354,0.2303,0.2417,0.3134,0.2175,0.2320,31.339,-888.880
9432,12/14/22 03:30:00 AM,0.000,44.127,37.893,30.429,98.700,0.2349,0.2303,0.2413,0.3130,0.2175,0.2320,31.037,-888.880
9433,12/14/22 04:00:00 AM,0.000,44.127,37.846,29.817,98.600,0.2354,0.2303,0.2413,0.3130,0.2175,0.2315,30.682,-888.880
9434,12/14/22 04:30:00 AM,0.000,44.127,37.798,29.970,98.600,0.2349,0.2303,0.2413,0.3126,0.2175,0.2315,30.682,-888.880
9435,12/14/22 05:00:00 AM,0.000,44.127,37.751,30.682,98.600,0.2349,0.2299,0.2413,0.3126,0.2171,0.2311,31.188,-888.880
9436,12/14/22 05:30:00 AM,0.000,44.127,37.702,30.884,98.700,0.2349,0.2294,0.2409,0.3121,0.2171,0.2311,31.390,-888.880
9437,12/14/22 06:00:00 AM,0.000,44.127,37.702,31.188,98.700,0.2349,0.2294,0.2409,0.3121,0.2171,0.2311,31.541,-888.880
9438,12/14/22 06:30:00 AM,0.000,44.127,37.656,31.289,98.600,0.2345,0.2294,0.2409,0.3117,0.2171,0.2307,31.692,-888.880
9439,12/14/22 07:00:00 AM,0.000,44.127,37.609,31.037,98.700,0.2345,0.2294,0.2405,0.3117,0.2171,0.2307,31.440,-888.880
9440,12/14/22 07:30:00 AM,0.000,44.082,37.609,31.791,98.700,0.2345,0.2290,0.2405,0.3117,0.2171,0.2307,32.243,-888.880
9441,12/14/22 08:00:00 AM,0.000,44.082,37.560,31.239,98.600,0.2345,0.2290,0.2405,0.3113,0.2171,0.2303,31.591,-888.880
9442,12/14/22 08:30:00 AM,0.000,44.082,37.560,30.580,98.700,0.2345,0.2290,0.2405,0.3113,0.2171,0.2303,30.733,-888.880
9443,12/14/22 09:00:00 AM,0.000,44.082,37.560,30.987,98.700,0.2345,0.2290,0.2405,0.3109,0.2171,0.2303,31.491,-888.880
9444,12/14/22 09:30:00 AM,0.000,44.037,37.513,30.884,98.700,0.2341,0.2286,0.2400,0.3109,0.2171,0.2303,31.239,-888.880
9445,12/14/22 10:00:00 AM,0.000,44.037,37.513,31.642,98.700,0.2341,0.2286,0.2400,0.3104,0.2167,0.2299,32.443,-888.880
9446,12/14/22 10:30:00 AM,0.000,44.037,37.513,32.542,98.700,0.2341,0.2286,0.2400,0.3104,0.2171,0.2299,34.713,-888.880
9447,12/14/22 11:00:00 AM,0.000,44.037,37.465,35.152,98.800,0.2341,0.2282,0.2396,0.3104,0.2171,0.2294,38.084,-888.880
9448,12/14/22 11:30:00 AM,0.000,44.037,37.465,37.274,96.900,0.2341,0.2282,0.2396,0.3100,0.2167,0.2294,38.415,-888.880
9449,12/14/22 12:00:00 PM,0.000,43.990,37.465,37.560,94.700,0.2341,0.2282,0.2396,0.3100,0.2167,0.2294,39.220,-888.880
9450,12/14/22 12:30:00 PM,0.000,43.990,37.465,40.017,94.500,0.2337,0.2282,0.2396,0.3100,0.2167,0.2290,41.463,-888.880
9451,12/14/22 01:00:00 PM,0.000,43.990,37.465,43.990,88.200,0.2337,0.2282,0.2392,0.3096,0.2167,0.2290,43.306,-888.880
9452,12/14/22 01:30:00 PM,0.000,43.945,37.465,40.951,91.000,0.2337,0.2282,0.2396,0.3092,0.2163,0.2290,42.478,-888.880
9453,12/14/22 02:00:00 PM,0.000,43.945,37.513,39.313,93.200,0.2337,0.2282,0.2392,0.3096,0.2163,0.2290,40.345,-888.880
9454,12/14/22 02:30:00 PM,0.000,43.945,37.513,40.532,89.400,0.2337,0.2277,0.2392,0.3092,0.2163,0.2286,41.648,-888.880
9455,12/14/22 03:00:00 PM,0.000,43.945,37.513,39.783,89.800,0.2337,0.2277,0.2392,0.3092,0.2167,0.2286,40.485,-888.880
9456,12/14/22 03:30:00 PM,0.000,43.945,37.560,38.131,92.100,0.2332,0.2282,0.2388,0.3092,0.2163,0.2286,38.842,-888.880
9457,12/14/22 04:00:00 PM,0.000,43.945,37.560,37.081,92.400,0.2332,0.2282,0.2388,0.3088,0.2163,0.2286,37.702,-888.880
9458,12/14/22 04:30:00 PM,0.000,43.945,37.560,35.346,94.200,0.2332,0.2282,0.2388,0.3088,0.2163,0.2282,35.830,-888.880
9459,12/14/22 05:00:00 PM,0.000,43.945,37.560,34.320,95.600,0.2332,0.2277,0.2388,0.3083,0.2163,0.2282,34.858,-888.880
9460,12/14/22 05:30:00 PM,0.000,43.945,37.513,33.089,96.100,0.2332,0.2282,0.2388,0.3083,0.2163,0.2282,33.831,-888.880
9461,12/14/22 06:00:00 PM,0.000,43.945,37.513,32.990,96.800,0.2332,0.2282,0.2388,0.3083,0.2163,0.2282,33.534,-888.880
9462,12/14/22 06:30:00 PM,0.000,43.900,37.513,32.092,97.100,0.2332,0.2282,0.2388,0.3083,0.2163,0.2277,32.790,-888.880
9463,12/14/22 07:00:00 PM,0.000,43.900,37.465,32.542,97.500,0.2332,0.2282,0.2383,0.3079,0.2159,0.2282,32.891,-888.880
9464,12/14/22 07:30:00 PM,0.000,43.853,37.465,32.443,97.600,0.2332,0.2282,0.2383,0.3079,0.2159,0.2277,32.940,-888.880
9465,12/14/22 08:00:00 PM,0.000,43.853,37.465,30.276,97.700,0.2332,0.2282,0.2383,0.3079,0.2159,0.2277,31.239,-888.880
9466,12/14/22 08:30:00 PM,0.000,43.853,37.465,31.188,98.000,0.2332,0.2282,0.2383,0.3079,0.2159,0.2273,32.092,-888.880
9467,12/14/22 09:00:00 PM,0.000,43.853,37.416,31.188,98.100,0.2328,0.2277,0.2379,0.3075,0.2159,0.2273,31.842,-888.880
9468,12/14/22 09:30:00 PM,0.000,43.853,37.416,31.642,98.200,0.2328,0.2277,0.2379,0.3075,0.2159,0.2273,32.342,-888.880
9469,12/14/22 10:00:00 PM,0.000,43.853,37.369,32.243,98.400,0.2328,0.2277,0.2379,0.3071,0.2159,0.2273,32.742,-888.880
9470,12/14/22 10:30:00 PM,0.000,43.853,37.369,31.743,98.400,0.2324,0.2277,0.2379,0.3071,0.2159,0.2273,32.092,-888.880
9471,12/14/22 11:00:00 PM,0.000,43.853,37.369,29.611,98.300,0.2328,0.2277,0.2379,0.3071,0.2159,0.2269,30.326,-888.880
9472,12/14/22 11:30:00 PM,0.000,43.808,37.321,30.072,98.400,0.2328,0.2277,0.2379,0.3071,0.2159,0.2269,30.834,-888.880
9473,12/15/22 12:00:00 AM,0.000,43.808,37.321,29.304,98.300,0.2328,0.2273,0.2375,0.3066,0.2154,0.2269,29.970,-888.880
9474,12/15/22 12:30:00 AM,0.000,43.808,37.274,29.149,98.400,0.2324,0.2273,0.2375,0.3066,0.2154,0.2269,29.970,-888.880
9475,12/15/22 01:00:00 AM,0.000,43.808,37.225,28.373,98.400,0.2324,0.2273,0.2375,0.3066,0.2154,0.2265,28.839,-888.880
9476,12/15/22 01:30:00 AM,0.000,43.763,37.179,28.112,98.300,0.2324,0.2273,0.2375,0.3062,0.2154,0.2269,28.684,-888.880
9477,12/15/22 02:00:00 AM,0.000,43.763,37.130,27.903,98.400,0.2324,0.2273,0.2375,0.3062,0.2154,0.2265,28.321,-888.880
9478,12/15/22 02:30:00 AM,0.000,43.763,37.130,27.538,98.300,0.2324,0.2273,0.2371,0.3062,0.2154,0.2265,28.164,-888.880
9479,12/15/22 03:00:00 AM,0.000,43.763,37.081,27.538,98.300,0.2324,0.2269,0.2371,0.3058,0.2154,0.2265,28.216,-888.880
9480,12/15/22 03:30:00 AM,0.000,43.763,37.035,26.748,98.200,0.2324,0.2269,0.2371,0.3058,0.2154,0.2265,26.802,-888.880
9481,12/15/22 04:00:00 AM,0.000,43.763,36.986,27.275,98.200,0.2320,0.2269,0.2371,0.3058,0.2154,0.2260,27.642,-888.880
9482,12/15/22 04:30:00 AM,0.000,43.763,36.939,26.271,98.200,0.2320,0.2269,0.2371,0.3058,0.2154,0.2260,26.695,-888.880
9483,12/15/22 05:00:00 AM,0.000,43.763,36.891,27.381,98.200,0.2320,0.2265,0.2371,0.3054,0.2150,0.2260,27.799,-888.880
9484,12/15/22 05:30:00 AM,0.000,43.716,36.891,27.275,98.200,0.2320,0.2265,0.2371,0.3054,0.2154,0.2256,27.642,-888.880
9485,12/15/22 06:00:00 AM,0.000,43.716,36.842,26.748,98.200,0.2320,0.2265,0.2371,0.3054,0.2150,0.2256,27.064,-888.880
9486,12/15/22 06:30:00 AM,0.000,43.716,36.795,26.643,98.100,0.2320,0.2265,0.2366,0.3054,0.2150,0.2256,27.012,-888.880
9487,12/15/22 07:00:00 AM,0.000,43.716,36.747,25.309,98.000,0.2324,0.2260,0.2366,0.3054,0.2150,0.2256,25.738,-888.880
9488,12/15/22 07:30:00 AM,0.000,43.716,36.747,25.041,97.900,0.2320,0.2260,0.2371,0.3049,0.2150,0.2256,25.632,-888.880
9489,12/15/22 08:00:00 AM,0.000,43.671,36.698,25.471,97.900,0.2320,0.2260,0.2366,0.3049,0.2150,0.2256,26.271,-888.880
9490,12/15/22 08:30:00 AM,0.000,43.671,36.651,25.041,97.800,0.2320,0.2256,0.2366,0.3049,0.2150,0.2252,25.578,-888.880
9491,12/15/22 09:00:00 AM,0.000,43.671,36.603,25.095,97.800,0.2320,0.2256,0.2366,0.3049,0.2150,0.2252,26.112,-888.880
9492,12/15/22 09:30:00 AM,0.000,43.671,36.603,27.012,97.900,0.2320,0.2256,0.2366,0.3045,0.2150,0.2252,28.425,-888.880
9493,12/15/22 10:00:00 AM,0.000,43.671,36.554,30.072,98.300,0.2320,0.2256,0.2362,0.3045,0.2150,0.2252,32.443,-888.880
9494,12/15/22 10:30:00 AM,0.000,43.624,36.505,31.289,98.100,0.2320,0.2252,0.2362,0.3045,0.2150,0.2252,33.732,-888.880
9495,12/15/22 11:00:00 AM,0.000,43.624,36.459,33.978,98.100,0.2315,0.2248,0.2362,0.3041,0.2146,0.2248,37.942,-888.880
9496,12/15/22 11:30:00 AM,0.008,43.624,36.459,34.713,95.800,0.2315,0.2248,0.2362,0.3041,0.2146,0.2248,36.410,-888.880
9497,12/15/22 12:00:00 PM,0.000,43.579,36.410,36.217,94.100,0.2315,0.2248,0.2362,0.3041,0.2146,0.2248,38.937,-888.880
9498,12/15/22 12:30:00 PM,0.000,43.579,36.361,38.226,94.400,0.2315,0.2248,0.2358,0.3041,0.2146,0.2248,38.937,-888.880
9499,12/15/22 01:00:00 PM,0.000,43.624,36.361,40.626,89.900,0.2315,0.2248,0.2358,0.3041,0.2146,0.2243,40.438,-888.880
9500,12/15/22 01:30:00 PM,0.000,43.579,36.361,37.656,89.900,0.2311,0.2248,0.2358,0.3037,0.2146,0.2243,39.502,-888.880
9501,12/15/22 02:00:00 PM,0.000,43.579,36.313,36.410,93.600,0.2315,0.2243,0.2358,0.3037,0.2146,0.2243,37.369,-888.880
9502,12/15/22 02:30:00 PM,0.000,43.579,36.313,35.055,95.900,0.2315,0.2243,0.2358,0.3037,0.2146,0.2243,35.589,-888.880
9503,12/15/22 03:00:00 PM,0.000,43.579,36.313,35.103,96.300,0.2315,0.2243,0.2358,0.3037,0.2146,0.2243,35.830,-888.880
9504,12/15/22 03:30:00 PM,0.000,43.579,36.313,34.371,96.400,0.2311,0.2243,0.2358,0.3037,0.2146,0.2243,35.103,-888.880
9505,12/15/22 04:00:00 PM,0.000,43.579,36.313,33.584,96.600,0.2311,0.2243,0.2358,0.3037,0.2146,0.2243,34.320,-888.880
9506,12/15/22 04:30:00 PM,0.000,43.579,36.313,33.485,97.000,0.2311,0.2243,0.2354,0.3032,0.2146,0.2239,34.174,-888.880
9507,12/15/22 05:00:00 PM,0.000,43.579,36.313,32.142,97.400,0.2311,0.2243,0.2358,0.3032,0.2142,0.2239,32.691,-888.880
9508,12/15/22 05:30:00 PM,0.000,43.579,36.313,30.529,97.600,0.2311,0.2243,0.2354,0.3032,0.2142,0.2239,30.987,-888.880
9509,12/15/22 06:00:00 PM,0.000,43.488,36.313,34.713,97.000,0.2311,0.2243,0.2354,0.3032,0.2142,0.2239,35.879,-888.880
9510,12/15/22 06:30:00 PM,0.000,43.488,36.313,31.289,96.900,0.2311,0.2239,0.2354,0.3032,0.2142,0.2235,32.043,-888.880
9511,12/15/22 07:00:00 PM,0.000,43.488,36.313,30.529,97.700,0.2311,0.2243,0.2354,0.3028,0.2142,0.2235,31.188,-888.880
9512,12/15/22 07:30:00 PM,0.000,43.488,36.313,30.580,98.000,0.2311,0.2243,0.2354,0.3028,0.2142,0.2239,31.743,-888.880
9513,12/15/22 08:00:00 PM,0.000,43.488,36.313,32.990,96.100,0.2311,0.2243,0.2354,0.3028,0.2142,0.2235,34.907,-888.880
9514,12/15/22 08:30:00 PM,0.000,43.488,36.313,34.957,92.100,0.2307,0.2239,0.2349,0.3028,0.2142,0.2235,37.274,-888.880
9515,12/15/22 09:00:00 PM,0.000,43.443,36.313,36.169,88.200,0.2311,0.2239,0.2349,0.3028,0.2142,0.2235,38.653,-888.880
9516,12/15/22 09:30:00 PM,0.000,43.443,36.313,36.603,87.300,0.2307,0.2239,0.2349,0.3028,0.2142,0.2231,38.842,-888.880
9517,12/15/22 10:00:00 PM,0.000,43.443,36.266,38.653,79.200,0.2307,0.2239,0.2349,0.3024,0.2142,0.2231,40.672,-888.880
9518,12/15/22 10:30:00 PM,0.000,43.396,36.266,38.606,78.000,0.2307,0.2239,0.2349,0.3024,0.2142,0.2231,40.905,-888.880
9519,12/15/22 11:00:00 PM,0.000,43.396,36.266,37.751,79.300,0.2307,0.2235,0.2345,0.3024,0.2142,0.2231,39.736,-888.880
9520,12/15/22 11:30:00 PM,0.000,43.396,36.266,36.698,81.300,0.2307,0.2239,0.2345,0.3024,0.2142,0.2231,38.937,-888.880
9521,12/16/22 12:00:00 AM,0.000,43.396,36.217,35.492,82.400,0.2307,0.2239,0.2345,0.3024,0.2142,0.2231,37.465,-888.880
